datetime,holiday,workingday,temp,humidity,windspeed,rentals,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,weather_1,weather_2,weather_3,weather_4,season_1,season_2,season_3,season_4
2011-01-04 06:00:00,0,1,0.1020408163265306,0.74,0.22584828182407607,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 07:00:00,0,1,0.1020408163265306,0.74,0.2902528636265399,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 08:00:00,0,1,0.12244897959183673,0.69,0.35487356818673005,179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 09:00:00,0,1,0.14285714285714285,0.64,0.483898854549384,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 10:00:00,0,1,0.14285714285714285,0.69,0.7097471363734601,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-04 11:00:00,0,1,0.2040816326530612,0.51,0.6451264318132699,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 12:00:00,0,1,0.2040816326530612,0.51,0.35487356818673005,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 13:00:00,0,1,0.22448979591836735,0.56,0.4192781499891938,97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 14:00:00,0,1,0.24489795918367346,0.52,0.483898854549384,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 15:00:00,0,1,0.2653061224489796,0.52,0.5483034363518479,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 16:00:00,0,1,0.28571428571428575,0.49,0.5483034363518479,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 17:00:00,0,1,0.2653061224489796,0.48,0.483898854549384,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 18:00:00,0,1,0.24489795918367346,0.48,0.4192781499891938,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 19:00:00,0,1,0.22448979591836735,0.48,0.22584828182407607,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 20:00:00,0,1,0.22448979591836735,0.48,0.22584828182407607,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 21:00:00,0,1,0.2040816326530612,0.64,0.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2011-01-04 22:00:00,0,1,0.2040816326530612,0.64,0.19364599092284415,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2011-01-04 23:00:00,0,1,0.18367346938775508,0.69,0.19364599092284415,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2011-01-05 00:00:00,0,1,0.18367346938775508,0.64,0.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 01:00:00,0,1,0.14285714285714285,0.74,0.19364599092284415,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 02:00:00,0,1,0.14285714285714285,0.74,0.19364599092284415,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 04:00:00,0,1,0.22448979591836735,0.48,0.483898854549384,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 05:00:00,0,1,0.2040816326530612,0.47,0.35487356818673005,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 06:00:00,0,1,0.18367346938775508,0.47,0.483898854549384,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 07:00:00,0,1,0.16326530612244897,0.43,0.4192781499891938,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 08:00:00,0,1,0.18367346938775508,0.4,0.6451264318132699,195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 09:00:00,0,1,0.2040816326530612,0.37,0.7097471363734601,115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 10:00:00,0,1,0.2040816326530612,0.37,0.7097471363734601,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 11:00:00,0,1,0.24489795918367346,0.33,0.7097471363734601,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 12:00:00,0,1,0.24489795918367346,0.33,0.7097471363734601,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 13:00:00,0,1,0.2653061224489796,0.3,0.6451264318132699,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 14:00:00,0,1,0.28571428571428575,0.28,0.4192781499891938,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 15:00:00,0,1,0.28571428571428575,0.28,0.4192781499891938,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 16:00:00,0,1,0.28571428571428575,0.28,0.19364599092284415,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 17:00:00,0,1,0.22448979591836735,0.38,0.4192781499891938,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 18:00:00,0,1,0.22448979591836735,0.38,0.2902528636265399,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 19:00:00,0,1,0.22448979591836735,0.38,0.22584828182407607,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 20:00:00,0,1,0.2040816326530612,0.47,0.35487356818673005,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2011-01-05 21:00:00,0,1,0.18367346938775508,0.51,0.4192781499891938,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2011-01-05 22:00:00,0,1,0.16326530612244897,0.55,0.2902528636265399,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2011-01-05 23:00:00,0,1,0.18367346938775508,0.47,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2011-01-06 00:00:00,0,1,0.16326530612244897,0.55,0.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-06 01:00:00,0,1,0.14285714285714285,0.64,0.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-06 02:00:00,0,1,0.14285714285714285,0.64,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-06 04:00:00,0,1,0.14285714285714285,0.64,0.19364599092284415,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-06 05:00:00,0,1,0.12244897959183673,0.69,0.19364599092284415,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-06 06:00:00,0,1,0.12244897959183673,0.63,0.22584828182407607,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-06 07:00:00,0,1,0.14285714285714285,0.59,0.0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-06 08:00:00,0,1,0.14285714285714285,0.59,0.0,219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-06 09:00:00,0,1,0.16326530612244897,0.51,0.0,122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-06 10:00:00,0,1,0.18367346938775508,0.47,0.0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-06 11:00:00,0,1,0.2040816326530612,0.44,0.19364599092284415,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-06 12:00:00,0,1,0.24489795918367346,0.35,0.0,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-06 13:00:00,0,1,0.24489795918367346,0.35,0.22584828182407607,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-06 14:00:00,0,1,0.2653061224489796,0.36,0.35487356818673005,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-06 15:00:00,0,1,0.2653061224489796,0.36,0.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-06 16:00:00,0,1,0.24489795918367346,0.38,0.35487356818673005,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
